SK_ID_CURR,TARGET
326316,0
158869,0
358982,0
455697,0
276249,0
162919,0
144232,0
121428,0
382105,0
190044,0
168084,0
130972,1
224850,0
343846,0
331096,0
446492,0
300874,0
342645,0
377337,0
380157,0
173144,0
365899,0
182652,0
421071,0
265226,0
255069,0
325311,0
384295,0
212030,1
455493,0
239211,0
274833,0
232017,0
325285,0
434977,0
104046,0
155741,0
254083,0
206380,0
265943,0
234080,0
284439,0
320444,1
338900,0
315151,0
313138,0
326075,0
101070,0
408426,0
356350,0
323737,0
191769,0
167109,0
264105,0
376574,0
333770,0
269885,0
423102,0
441929,0
373135,0
162717,0
275620,0
433917,0
108757,0
245968,0
272919,0
249610,0
232760,0
414392,0
442038,0
247666,1
436407,0
122818,0
342029,0
196362,0
448719,0
138944,0
403513,0
136810,0
310433,0
296516,0
429280,0
261198,0
350425,0
239379,0
264980,0
445521,0
346124,0
166086,0
227712,0
298722,0
164086,0
116375,0
306588,0
345244,0
370689,0
261011,0
121205,0
350252,0
120747,0
133258,0
249186,0
380333,0
253267,1
448357,1
136008,0
224810,0
285369,0
108931,0
336906,0
115624,0
349224,0
432067,0
351106,0
346559,0
419295,0
395466,0
223422,0
162946,0
118391,0
432036,0
372334,0
126768,0
436901,0
252591,0
368556,1
191573,0
279664,0
132907,0
222701,0
244380,0
433151,0
174330,0
341674,0
388305,1
100724,0
310578,0
280015,0
132774,0
230547,0
370126,0
175657,0
216033,0
447060,0
283524,0
408422,0
180547,0
237599,0
444173,0
101719,0
439565,0
240343,0
417507,0
422037,0
110704,1
217257,0
128349,0
207642,0
416152,0
170024,1
438412,0
166894,0
338883,0
185961,0
254095,0
194212,0
296371,0
431858,0
310004,0
383912,1
155379,0
340820,0
372581,0
360820,0
300673,0
364209,1
420991,0
253246,0
406534,0
189829,0
337636,0
124399,1
187372,0
323537,0
286973,0
302255,0
431132,0
455179,0
113299,0
105592,0
364607,1
436255,0
333611,0
131618,0
113534,0
272056,0
257668,0
181443,0
449220,0
314459,0
184587,0
147626,0
426474,0
128064,0
260166,0
446875,0
112539,0
362272,0
251144,0
230995,1
223943,0
180258,0
429478,0
394293,0
241412,0
183717,1
178141,0
128223,0
367183,0
337456,1
331423,0
420925,0
276828,0
338759,0
256152,0
347310,1
246093,0
444446,0
225496,0
449098,0
167587,0
452439,0
134290,0
243491,0
419874,0
390656,0
122071,0
286115,0
312937,1
346214,0
317180,0
116002,0
363991,1
419507,0
175607,0
136236,0
290966,0
163559,0
110377,0
204284,0
362832,0
274374,0
299408,0
431113,0
199643,0
199016,0
369163,0
120397,0
176923,0
442962,0
449523,0
213761,0
207876,0
152609,0
270005,0
378483,1
273321,0
407402,0
248982,0
189506,1
164129,0
356862,1
384968,0
384006,0
165757,1
157325,0
425553,0
374382,0
227297,0
249899,0
112572,0
282206,0
211391,0
140636,0
127888,0
436253,0
152451,0
233382,0
376688,0
417772,1
147117,0
378743,1
131623,0
144896,0
200261,0
174033,0
151128,0
189153,0
141665,1
329225,1
294445,0
269035,0
151088,0
241141,0
355953,0
369420,0
100448,0
370982,0
267407,0
436459,0
285088,1
138717,0
174921,0
306347,0
405797,0
133348,0
215377,0
395606,0
275027,1
132934,0
166673,0
259242,0
248764,0
305785,0
376550,0
115504,0
409067,0
410902,0
329322,0
194745,0
155488,0
256750,0
207131,0
201285,0
427607,0
368732,0
255644,0
179108,0
130439,0
184082,0
161963,0
150737,0
397743,0
375645,1
115476,0
218927,0
327507,0
394649,0
378091,0
180249,1
416385,0
104856,0
406601,0
293813,0
230363,0
453232,0
430617,0
296443,0
453789,0
356714,0
342184,0
164890,0
345484,0
256131,0
439429,0
409824,0
205929,0
393149,0
403708,0
274669,0
352187,0
143796,0
173057,0
105569,0
179048,0
306743,0
146919,0
196296,0
202070,0
312244,0
438839,0
333794,0
119180,0
216908,0
400555,0
415150,0
367237,0
342854,1
429148,0
392844,0
404863,0
436342,0
388018,0
260201,0
406508,0
380729,0
419290,0
402007,0
412693,0
387225,0
122969,0
258908,0
345157,0
304078,0
244080,1
144792,0
449382,0
434338,0
215788,0
316068,0
403794,0
423332,0
216865,0
454131,0
328034,0
187909,0
381425,0
427322,0
356929,0
359875,0
333295,0
262813,0
230046,0
104895,0
410091,0
267117,0
357363,0
105884,0
213683,0
262010,0
237807,0
110378,0
449778,0
162684,0
241564,0
302821,0
442167,0
257137,0
335968,0
375060,0
149946,0
128062,0
416496,0
290909,1
374004,0
257975,0
344573,0
329730,0
285655,0
267761,0
430597,0
420507,0
185849,0
255739,0
312379,0
177841,0
379983,0
161364,0
354219,0
362784,0
306453,1
177331,0
253970,0
126969,0
395250,0
401178,0
413100,0
190027,0
216260,0
242335,0
102260,0
276700,0
223404,0
425611,0
433981,0
207992,0
341677,0
425587,0
252302,0
227152,1
434136,1
429843,0
189638,0
374350,0
108994,0
254725,0
239503,0
372814,0
204260,1
109577,0
190215,0
128379,0
338376,0
325437,0
259883,0
298572,0
190689,0
425825,0
326409,0
244663,0
224822,0
360068,0
365063,0
113545,1
185895,0
325435,1
268897,0
215254,0
254462,0
251134,0
414139,0
183446,0
425531,0
132236,1
280486,0
157285,0
328053,0
222266,0
426241,0
319450,0
367776,0
411879,0
308571,1
295995,0
175006,0
106499,0
409351,0
451944,0
123186,0
431597,0
443121,0
311763,0
214494,0
139514,1
199709,1
413390,0
228705,1
121072,0
282177,0
321372,0
153412,0
121457,0
332899,0
433368,0
135618,0
233167,0
253602,0
374319,0
193195,0
269173,0
233096,0
357476,0
395229,0
176394,0
143325,0
176366,0
126835,0
132374,0
215423,0
373584,0
100562,0
410867,0
168541,0
360327,1
135358,0
176528,0
378856,1
165825,0
421139,0
344458,0
132731,0
358107,0
231404,0
446168,0
237202,0
136412,0
113765,0
110076,0
240708,0
416943,1
418433,1
422878,0
368842,0
276984,0
126531,0
445074,0
349279,0
246122,0
370024,0
214102,0
238730,0
212355,0
220449,0
127277,0
362269,0
320726,0
209371,0
356183,0
162787,0
178686,0
175319,0
316640,0
263314,0
354410,0
129991,0
265903,1
264566,0
270567,0
198265,0
220919,0
394391,0
198453,0
154273,1
254069,0
338101,0
259159,0
274204,0
180660,0
334717,0
255942,0
301225,0
175510,0
429056,0
147151,0
435575,0
334544,0
374809,1
285145,0
224028,0
351058,0
197198,0
221269,1
340040,0
185659,0
168743,0
161455,0
352261,0
438070,0
107933,0
354836,0
109203,0
195184,0
316962,1
388934,0
372679,0
164773,0
312835,0
110873,0
255996,0
380571,0
312933,1
391550,0
176529,0
138298,0
321683,0
107154,0
318074,0
171817,0
118745,0
393332,0
160922,0
261507,0
452576,0
170335,0
219625,0
120098,0
440937,0
302564,1
207743,0
371576,1
383130,0
405835,0
279034,0
328069,0
335723,0
119075,0
115643,0
386047,0
106056,0
424286,0
372718,0
203370,0
175022,0
192230,1
381650,0
343032,0
414866,0
348035,0
191070,0
224533,0
215048,0
365372,0
359361,0
436727,0
381771,1
245638,0
328187,0
449423,0
147612,1
367721,0
396738,0
229437,0
324077,0
224612,0
256355,0
312634,0
169487,0
287211,0
112627,0
452904,0
211960,0
168406,0
383477,0
160339,0
187660,0
328059,0
399970,0
122825,0
378966,0
184394,0
122278,0
441767,1
222856,0
397839,0
329606,0
229665,0
194380,0
285091,0
290027,0
335919,0
225388,0
129023,0
164835,0
148604,0
164654,0
449916,0
319984,0
257758,0
197883,0
417311,0
252849,0
401083,0
187509,0
209242,0
409693,0
419928,0
117485,0
335008,1
154422,0
379754,0
287313,0
211024,0
143451,0
325736,0
211820,0
404926,1
455341,0
426088,0
203540,0
386406,1
209650,0
295526,0
220800,0
439415,0
374304,0
213358,0
315733,0
112862,0
265040,0
106037,0
358958,0
256057,0
263032,0
182404,0
153905,0
129537,0
135889,0
121322,0
443696,0
262194,0
397416,1
203945,0
270251,0
117790,0
318140,0
398359,0
232971,0
422363,0
225726,0
438873,0
376889,0
427979,0
258884,0
237472,1
245599,0
294972,0
405749,0
444895,0
282892,0
181638,0
210826,0
375449,0
439964,0
203284,0
320368,1
182606,0
379498,0
222463,0
329833,0
200891,0
105562,0
214226,0
154386,1
339444,0
118601,0
122503,0
211652,0
297249,0
180816,0
153660,0
328399,0
413088,0
361088,0
342758,0
302839,0
264147,0
218262,0
256956,0
223659,0
374245,0
146321,0
208659,0
437386,0
321019,0
103530,0
353106,0
339919,0
448651,1
324126,0
307673,0
310449,1
197188,0
155355,0
427033,1
235260,0
126049,1
116372,0
116014,0
146838,0
389769,0
358686,0
420658,0
445336,0
342415,0
141825,1
105415,0
338678,0
341523,0
109589,0
437065,0
334918,0
322435,0
134319,1
390105,0
107217,0
206573,0
380703,0
377941,1
344250,0
280789,0
279790,0
191976,0
231217,0
369228,0
284097,0
240814,0
345008,0
133819,0
121571,0
198062,0
348794,0
309141,0
111860,0
116877,1
370175,0
427514,0
434091,1
427407,0
129022,0
290104,0
386720,0
342674,0
231199,0
106749,0
178310,0
210354,0
374387,0
190236,1
264447,0
341198,0
118967,0
392158,0
164649,0
226652,0
331039,0
322304,0
441943,0
144962,0
410707,0
389436,0
178627,0
365183,0
453834,0
258035,0
122698,1
153819,0
208490,0
428412,0
232115,0
249569,0
276159,0
336080,0
340590,0
334668,0
323791,0
298497,0
232828,0
330600,0
342806,0
452367,0
121659,0
328095,0
428781,0
344582,0
217547,0
434285,0
238396,0
397967,0
174720,0
218370,0
153128,0
129566,0
445910,0
388000,0
210679,1
155479,0
384361,0
332411,0
140255,0
371160,0
210258,0
235475,0
254770,0
112668,0
315921,0
212929,0
111728,0
113138,0
292071,0
301482,0
186656,0
273262,0
309000,0
342953,0
125711,0
170169,0
350753,0
298522,0
296838,1
186285,0
167570,0
174247,0
235579,0
450486,1
210259,0
272191,0
214144,0
271281,0
348029,0
440797,0
153410,0
220263,0
255971,0
279084,0
342616,0
296356,0
124954,0
250844,0
169607,0
156281,0
330190,0
415162,0
188347,0
304316,0
250154,0
389488,0
436221,0
269425,0
355233,0
330728,0
102437,0
265735,0
287393,0
130997,0
407109,0
101696,0
451105,0
281459,0
351953,0
160533,0
256252,0
429387,0
145082,0
126201,0
274382,0
308025,0
395279,0
172816,0
147606,0
155962,0
331591,0
175646,0
388981,0
229307,0
295043,0
353306,0
123573,0
356300,0
137826,0
208563,0
206732,0
230632,1
421414,0
193399,0
106023,0
414454,0
154057,0
209034,0
233626,0
272866,0
380868,0
103201,0
280391,0
235363,0
448443,0
119860,0
156623,0
336031,0
444472,0
241969,1
355516,0
444415,0
327656,0
313721,0
331311,0
226825,0
331798,0
336333,0
359940,0
235930,0
126350,0
347096,0
175674,0
347075,0
177607,0
209523,0
244662,0
144463,0
257593,0
150383,0
319253,0
284122,0
200733,1
227173,0
373916,0
377417,0
303775,0
411041,0
402968,0
138263,0
241357,0
288633,0
176554,0
197686,0
167599,0
102351,0
292906,0
135631,0
430561,0
297827,0
241940,0
270939,0
399619,0
112595,0
151549,0
319355,0
283669,0
175886,0
127746,0
316572,0
318970,0
285683,0
131094,1
263380,0
116938,0
164077,0
256411,0
319140,0
104617,0
191716,0
137561,0
409982,0
153903,0
161116,0
364385,0
438755,1
205031,0
260694,0
398648,0
367301,0
208770,0
281186,0
189788,0
161545,0
177088,0
332188,0
169233,0
433080,0
390505,1
398259,0
349876,0
116290,0
260211,0
128057,0
304279,0
252376,1
156676,0
278946,0
289114,0
188686,0
432689,0
136507,0
230589,0
385109,0
245227,0
338129,1
455833,0
201884,0
407054,0
225928,0
448849,0
205823,1
418972,0
184352,0
291125,0
107490,0
192371,0
187500,0
284715,0
108563,0
130181,0
287830,0
318311,0
169131,0
353329,0
130561,0
166396,0
355952,0
215907,0
118224,0
153622,0
244998,0
171701,0
315707,0
176665,0
101738,0
406430,0
125651,0
395629,0
271480,0
315674,0
411687,0
402161,0
199557,0
344841,0
366171,0
291374,0
179826,0
307012,0
193720,0
341558,0
397885,0
436101,0
215808,1
353549,0
393786,0
113573,0
126258,0
202591,0
312761,0
189127,0
125419,0
244355,1
216007,0
228914,0
136990,0
262349,0
283548,0
427329,1
454013,0
446297,0
331277,0
228838,1
248351,0
290160,0
419241,0
405722,0
435023,0
325891,1
373653,1
128807,0
130387,0
456246,0
339757,0
428115,0
157037,1
243258,0
149546,1
229362,0
169243,0
233206,1
428133,0
286974,0
279770,0
273680,0
169390,1
354463,0
191816,0
410251,0
145937,0
241875,0
265564,0
293439,0
347545,0
338606,0
402532,0
396580,0
306282,0
425226,0
210660,0
346191,0
238229,0
180266,0
366443,0
443613,0
100094,0
411054,0
322475,0
334959,0
401736,0
108772,0
100859,0
360665,0
158193,0
108475,0
270057,0
220400,0
330171,0
419618,0
416514,0
390312,0
202771,0
344809,1
373742,0
140769,0
445592,0
191835,1
277468,0
195385,0
314232,0
163057,0
360173,0
426181,0
281082,0
134438,0
155186,0
243459,0
382414,0
315549,0
301434,0
207248,0
416166,0
349177,0
134991,0
152634,0
322360,0
447858,0
271008,1
382911,0
354630,0
321386,0
317841,1
279383,0
359063,1
247960,0
292437,0
255058,0
191210,0
321997,0
351776,0
100821,0
353948,0
314113,1
426027,0
317243,0
370773,0
139586,0
212827,0
138427,0
318265,0
404212,0
278230,0
330716,0
151607,1
152576,0
211877,0
130313,0
226644,1
442185,0
189813,0
307404,0
315058,0
411048,0
393571,0
164905,0
282949,0
228436,0
416011,0
278056,0
231939,0
314939,1
119403,0
295467,0
366656,0
259739,0
434461,0
239725,0
244707,0
239704,0
328714,0
169991,0
387818,0
451190,0
351158,0
232748,0
281698,0
261077,0
377101,0
398430,0
338918,0
113291,0
141019,0
172271,0
231143,0
294011,0
266002,0
373934,0
138062,0
351324,0
311869,0
336836,0
187709,0
209008,0
327104,0
241886,0
329276,0
269986,0
276303,0
306308,0
355340,0
399816,0
121356,0
323704,0
177734,0
355597,1
141209,0
395726,0
425640,0
368004,0
426581,0
247106,0
179242,0
271659,0
119961,1
173482,0
378819,0
425349,0
156412,0
350957,0
154962,0
353380,0
230513,1
324219,0
164013,0
289526,0
100996,1
444385,0
205610,0
433873,0
416738,0
449446,0
220125,0
231452,0
149054,0
157448,0
115352,0
132033,0
315606,0
216058,0
116687,0
307132,0
336514,0
176235,0
280243,0
321161,0
123856,1
117332,0
120534,0
269648,0
436502,0
103537,0
138849,0
258861,0
353871,1
382828,1
115442,0
244959,0
248649,0
300184,0
276514,0
141562,0
354195,0
337767,0
446540,0
408851,0
234061,0
451179,0
434713,0
419539,0
217698,0
429764,0
244028,0
420540,0
208816,0
164487,0
249027,0
193597,1
290622,0
180923,0
128023,0
123158,0
342579,0
289897,0
145632,0
360481,0
250836,0
409254,0
331762,0
399542,0
290088,0
349040,0
167067,0
261841,1
325719,0
144865,0
194927,0
112167,0
419730,0
381722,0
401259,0
400536,0
247383,0
441181,0
195141,1
428359,0
206548,0
424709,0
427412,0
179533,0
217045,0
238351,0
131665,0
119120,0
209781,0
327083,0
276581,0
361702,0
221369,0
178102,0
317451,0
251722,0
430748,0
236721,0
258409,0
134493,0
385234,0
289830,0
208325,0
310416,0
254003,0
186477,0
110363,0
340056,0
139949,0
310873,0
444809,0
221571,0
170355,0
383051,0
142534,0
326822,0
211044,0
217153,0
231669,0
446445,0
316174,0
293676,0
216267,0
329230,0
229630,0
325319,0
423823,0
450086,0
318776,1
124485,0
418154,0
357353,1
140759,0
441302,0
432027,0
188785,0
302736,0
427484,0
382019,0
189142,1
101047,0
297288,0
421164,0
348318,0
432426,0
387027,0
428175,1
247974,0
262252,0
244317,0
356502,0
389972,0
323942,0
220088,0
311242,0
312632,0
151227,0
318887,1
262270,0
119193,0
384799,0
367238,0
309709,0
262004,1
151835,1
347816,0
243999,0
118586,0
249632,0
264286,0
400366,0
376069,0
168857,0
303380,0
247945,0
321942,0
258392,0
214901,0
430078,0
369968,0
352174,0
369693,0
334258,0
150801,0
210348,0
213901,0
140118,0
428527,0
353066,0
414928,0
224716,0
310445,0
114435,0
435014,0
306474,0
220299,0
353393,0
253376,0
289773,0
436617,0
327850,0
138905,0
252149,0
316675,0
276662,0
263988,0
290261,0
378222,0
394580,0
293903,0
250439,0
253481,0
273048,0
326215,0
434407,0
398736,0
105092,0
240611,0
315558,0
227520,0
308520,0
147145,0
431061,0
277026,0
362281,0
207360,0
207652,0
141614,1
193890,0
199106,0
256693,0
165790,0
109757,0
324292,0
289422,0
157708,0
282018,0
313265,0
243460,0
266957,0
235960,0
313106,0
371502,0
420610,0
245040,0
393116,0
170253,0
334908,0
361490,0
298364,0
418213,0
370587,0
356423,0
382379,0
326709,1
447673,0
272689,0
138412,0
104030,0
256838,0
174201,0
206523,0
300394,0
267087,0
383280,0
196563,0
376668,0
146460,0
342687,0
325470,0
347862,0
187303,0
413798,0
411468,0
386243,0
277894,0
294574,1
160609,0
314923,0
456159,0
260257,0
446165,0
335279,0
116616,0
391714,0
217217,0
255162,0
244023,0
366605,0
401159,0
305540,0
182986,0
151299,0
182360,1
326101,0
210719,0
136650,0
197390,0
455354,0
180521,0
404598,0
198869,0
186130,0
239401,0
169059,0
367278,0
249287,0
365002,0
137962,0
344893,0
357926,0
388049,0
205193,0
340322,0
163692,0
160485,0
143982,0
330896,0
369331,0
266529,0
152629,0
378147,1
128245,0
329547,0
386986,0
312779,0
431654,0
103098,0
162958,0
111738,0
365785,0
233956,0
450864,0
369258,0
100926,0
225415,0
166414,0
125665,0
385305,0
318059,0
267179,0
134309,0
218456,0
429772,0
108216,0
148306,0
434466,0
109576,0
249039,0
153297,0
309313,0
366268,0
110351,0
143122,0
213118,0
175238,1
196048,0
234827,0
369190,0
143493,0
427479,0
232857,0
381644,1
370576,1
382435,0
336392,0
188294,0
401506,0
442063,0
396187,0
451916,0
282024,0
191750,0
302974,0
211459,1
235871,0
275628,0
388130,0
248525,0
373245,1
250833,0
193993,1
213906,0
418527,0
159580,0
178188,0
303546,0
364840,1
225081,1
360621,0
182532,0
426492,0
297580,1
410774,0
377627,0
418377,0
361047,0
346614,0
384179,0
314395,0
316949,1
370069,0
405230,0
354745,1
268745,1
148885,0
183048,1
274602,0
130199,0
255050,1
302076,0
406286,0
290131,0
194585,0
427562,0
262955,0
273450,0
304620,0
142085,0
111247,0
347288,0
396028,0
239628,0
104537,0
423981,0
288464,0
379215,0
391689,0
409136,0
378519,0
316285,0
450577,0
125453,0
158200,0
371109,0
157607,0
436005,0
296854,0
311531,0
322028,0
415427,0
121758,0
377043,0
296535,0
157150,0
243726,0
296597,0
436282,0
363574,0
193902,0
263264,0
285595,0
186464,0
223101,0
423582,1
194127,0
143673,0
454249,0
393293,0
118344,0
116446,0
140653,1
122815,0
263490,0
302144,0
268669,1
187982,0
100884,0
374528,0
435645,1
307860,0
345051,0
148944,0
172869,0
409166,0
253675,1
379728,0
201190,1
177079,0
157791,0
262667,0
319413,0
141677,0
270140,0
221800,0
424033,0
138749,0
162610,0
398598,0
344997,0
456154,0
136278,1
317262,0
416565,0
419465,0
338700,0
246750,0
229152,0
219268,0
449842,1
437250,0
128627,0
210169,0
424067,0
383040,0
118959,0
338957,0
114990,0
223385,1
235393,0
355896,0
307060,0
392203,0
372109,0
116432,0
256872,0
160938,0
122132,0
432664,0
347131,0
410997,0
181982,0
103261,0
124902,0
166011,0
